id,text
d_8_s30,"The State Government may do so for admission to Post Graduate courses for 1992 and in that case, the State Government would take immediate steps without any loss of time so that the candidates may also join the 1992 academic session for Post Graduate studies without any disadvantage."
d_8_s31,It is further made clear that in doing so such candidates who having secured more than 50% marks and having already been allotted the specialities would not be disturbed in any manner.
d_8_s32,The vacant seats would however be filled strictly in accordance with merit in the entrance examination and according to the combined merit list of the whole State of Uttar Pradesh.
d_8_s33,The State Government would be free to issue fresh order relaxing the requirement of minimum marks to such extent which may meet the necessity of maintaining academic standards for admission to Post Graduate courses as well as regulations the prescribed by the Medical Council of India in this regard.
d_8_s34,"This, in our view, would be perfectly within the powers of the State Government and would not be violative of article 14 of the Constitution."
d_8_s35,The above observations relate only in respect of the vacant seats of Post Graduate courses of 1992 and not in relation to any vacancies for the earlier years of 1990 or 1991.
d_8_s36,"With the aforesaid observations, we dismiss all these petitions with no order as to costs."
d_8_s37,The application for intervention No.2 in Writ Petition No.454 of 1992 also stands dismissed automatically.
d_8_s38,Petitions dismissed.
d_9_s1,"This appeal, by special leave, has been preferred against the judgment and order dated 23 February 2005 of Bombay High Court (Aurangabad Bench), by which the appeal preferred by the appellants was dismissed and their conviction under Section 304 B read with Section 34 IPC and sentence of 7 years RI imposed thereunder by the learned Sessions Judge, Aurangabad, was affirmed."
d_9_s2,The deceased Bhimabai was daughter of PW.1 Tukaram Eknath Tambe resident of village Sanjkheda and she was married to appellant no. 1 Appasaheb son of Sheshrao Palaskar about two and half years prior to the date of incident which took place on 15 September 1991.
d_9_s3,"The appellant no. 2, Kadubai is the mother of the appellant no. 1 and both the appellants were residing in the same house in village Palshi."
d_9_s4,"According to the case of prosecution, a sum of rs. 5000 and some gold ornaments had been given at the time of marriage of Bhimabai."
d_9_s5,"For about six months Bhimabai was treated well but thereafter the accused started asking her to bring rs. 1,000 1,200 from her parents to meet the household expenses and also for purchasing manure."
d_9_s6,"Whenever Bhimabai went to her parental home, she used to tell her parents that her husband and mother in law (accused appellants) were harassing her and used to occasionally beat her."
d_9_s7,Her father PW.1 Tukaram along with some of his relatives went to the house of the accused and tried to persuade them not to ill treat Bhimabai.
d_9_s8,"Thereafter, the accused treated Bhimabai properly but after about four months they again started harassing her."
d_9_s9,"A few days before Nag Panchami festival Bhimabai came to her parental home and complained that the accused were not giving her proper food, clothing and even footwear."
d_9_s10,"She also told her parents that her husband had asked her to bring an amount of Rs.1,000 1,200 for the purpose of household expenses and manure."
d_9_s11,The case of the prosecution futher is that in the evening of 15 September 1991 a person came from village Palshi on a motorcycle and informed PW.1 Tukaram that Bhimabai was unwell.
d_9_s12,PW.1 then immediately went to the house of the accused along with some of his relatives.
d_9_s13,There he saw that Bhimabai was lying dead and froth was coming out of her mouth which indicated that she had consumed some poisonous substance.
d_9_s14,The Police Patil of the village PW.3 Sandu Mohanrao Patil lodged an accidental death report at 9.00 p.m. on 15 September 1991 at the police station.
d_9_s15,"On the basis of the said accidental death report, PW.6 Sandeepan Kamble, Police Sub Inspector, visited the house of the accused, held inquest on the dead body of Bhimabai, and thereafter sent the same for post mortem examination."
d_9_s16,"PW.1 Tukaram lodged the FIR of the incident at 7.00 p.m. on 16 September 1991 at P.S. Chikalthana, on the basis of which Case Crime no. 144 of 1991 was registered against the appellants under Sections 498 A, 306 and 304 B IPC."
d_9_s17,"After completion of investigation, charge sheet was submitted against the appellants and in due course, the case was committed to the Court of Sessions."
d_9_s18,"The learned Sessions Judge framed charges under Sections 498 A, 304 B read with Section 34 IPC and Section 306 read with Section 34 IPC against both the appellants."
d_9_s19,The appellants pleaded not guilty and claimed to be tried.
d_9_s20,The prosecution in order to establish its case examined six wintesses and filed some documentary evidence.
d_9_s21,The learned Sessions Judge after consideration of the material on record acquitted the appellants of the charges under Sections 498 A and 306 read with Section 34 IPC but convicted them under Section 304 B IPC and imposed a sentence of 7 years RI thereunder.
d_9_s22,The appeal preferred by the appellants was dismissed by the High Court by the judgment and order dated 23 February 2005.
d_9_s23,"We have heard learned counsel for the appellants, learned counsel for the State of Maharashtra and have perused the records."
d_9_s24,"The post mortem examination on the body of deceased Bhimabai was conducted by a team of two doctors of Department of Forensic Medicine and Toxicology, Medical College, Aurangabad, namely, Dr. S.M. Jawale and Dr. H.V. Godbole on 16 September 1991."
d_9_s25,"The doctors did not find any sign of external or internal injury on the body of the deceased and in their opinion, the cause of death was insecticide poisoning."
d_9_s26,The viscera were preserved for chemical analysis.
d_9_s27,The report of the post mortem examination was admitted by the defence.
d_9_s28,The specific case of the prosecution is that Bhimabai ended her life by consuming poison because of harassment caused to her by the appellants for or in connection with demand of dowry.
d_9_s29,"It is, therefore, necessary to briefly examine the evidence of the prosecution witnesses. PW. 1 Tukaram, father of the deceased, has given details of the prosecution version of the incident in his statement in Court."
d_9_s30,"He has deposed that in the marriage he had given rs. 20,000 as dowry."
d_9_s31,"Initially, Bhimabai was treated well for about six months, but thereafter the appellants started ill treating her."
d_9_s32,"Whenever Bhimabai came to her parental home, she used to complain that for some domestic reasons she was being harassed."
d_9_s33,"When she had visited her parental home on the last occasion, she had said that her husband Appasaheb had asked her to bring rs. 1,000 1,200 for domestic expenses and for purchasing manure as he had no sufficient money."
d_9_s34,"Bhimabai had complained to him that she was not being given proper food, clothings and even footwear and occasionally the appellant no. 1 used to beat her."
d_9_s35,The last time she visited her parental home was during the festival of Nag Panchami and at that time she looked depressed.
d_9_s36,"The witness has further deposed that on the date of incident, a man came from village Palshi on motorcycle and informed that he should immediately go there as Bhimabai was not well."
d_9_s37,He then went to village Palshi along with other persons of his family where he reached after sun set.
d_9_s38,He saw that Bhimabai was lying dead and froth was coming out of her mouth which was smelling of Thimet (insecticide).
d_9_s39,"In his cross examination he has admitted that his statement that he had given Rs.20,000 in dowry at the time of marriage was incorrect and in fact he had given rs. 5,000 as dowry and the total expenses incurred in the marriage was about rs. 20,000."
d_9_s40,He has also deposed that it was after about 1 1/2 years of marriage that Bhimabai first complained to him about the harassment being caused to her.
d_9_s41,There used to be some bickering in the marital life of Bhimabai and her husband on trifling matters.
d_9_s42,He has admitted that it was appellant no. 1 who had sent a person on motorcycle who had given information regarding Bhimabai being unwell and that both the appellants were present at the time of her funeral.
d_9_s43,PW.2 Babaji is real brother of father in law of PW.1 Tukaram.
d_9_s44,He has deposed that on an earlier occasion he had gone along with PW.1 and some others to the house of appellant no.1 to persuade him not to harass Bhimabai and to treat her well.
d_9_s45,"In his cross examination he has admitted that when he had gone to village Palshi to talk with the appellants regarding the ill treatment being meted out to Bhimabai, there was no talk regarding monetary giving and taking."
d_9_s46,He also admitted that he had not gone to attend that funeral of Bhimabai.
d_9_s47,PW.5 Sumanbai is the mother of the deceased Bhimabai.
d_9_s48,She has stated in her examination in chief that Bhimabai was being ill treated by the appellants and the reason for ill treatment was that they were demanding money to be brought from her parental home.
d_9_s49,The last time Bhimabai visited her parental home was on the occasion of the festival of Nag Panchami and she had complained that she was being ill treated and was sometimes given beating for bringing money from her parents.
d_9_s50,"She has specifically stated that for a period of six months after the marriage, Bhimabai was treated well and thereafter she had started complaining about the harassment being caused to her."
d_9_s51,"In her cross examination, PW.5 Sumanbai has stated that after news about the condition of Bhimabai was given by a man from village Palshi, she along with her husband and some other relations went there and noticed that Bhimabai was lying dead in the house and froth was coming out of her mouth."
d_9_s52,She has further stated that she did not make any enquiry as to how Bhimabai had died.
d_9_s53,In her statement under Section 161 Cr.
d_9_s54,"P.C. which was recorded very next day of the incident i.e. on 16 September 1991 she did not state that cause of ill treatment was ""a demand for money and a consequent beating""."
d_9_s55,When confronted with her aforesaid statement under Section 161 Cr.
d_9_s56,"P.C., she replied that she did not know why there was no mention in the said statement that the cause for ill treatment was ""a demand for money and a consequent beating""."
d_9_s57,"She further stated that it will be correct to say that her daughter was receiving ill treatment as a result of ""domestic cause""."
d_9_s58,The learned trial Judge then sought clarification from the witnesses by putting the following question. :
d_9_s59,"Que: What do you mean by domestic cause""?"
d_9_s60,"Ans.: What I meant was that there was demand for money for defraying expenses of manure etc. and that was the cause."""
d_9_s61,In the very next paragraph she stated as under :
d_9_s62,"It is not true to suggest that in my statement before the police I never said that ill treatment was as a result of demand for money from us and its fulfillment.
I cannot assign any reason why police did not write about it in my statement."
d_9_s63,"PW. 3 Sandu, Police Patil of village Palshi has deposed that at about 4.20 p.m. on 15 September 1991, Narayan who is uncle of appellant no.1, Appasaheb, informed him that the wife of Appasaheb had expired."
d_9_s64,He then went to the house of the appellant and saw Bhimabai lying with froth coming out of her mouth.
d_9_s65,"Thereafter, he gave a report about the incident in writing at the police station."
d_9_s66,"In his cross examination, he admitted that he did not make detailed enquiries as to what was the cause of death and where the incident had taken place."
d_9_s67,"He has further deposed that Bhimabai had come to his house about six months earlier and had said all was not well between her and her husband, but she had not given any specific details."
d_9_s68,"The main witnesses regarding the alleged demand of money and also harassment and beating to Bhimabai are her father and mother, viz., PW.1 Tukaram and PW.5 Sumanbai."
d_9_s69,"In his examination in chief PW.1 has said that whenever his daughter came to her parental home, she used to complain that she was being subjected to harassment by the appellants on account of some ""domestic reasons"" and further that her husband (appellant no.1) had told her that while coming back from her parental home she should bring rs. 1,000 1,200 for expenses and for manure as he had no sufficient money."
d_9_s70,"PW.5 Sumanbai has deposed that Bhimabai was receiving ill treatment as a result of ""domestic cause"" and to a specific question put by the Court as to what she meant by ""domestic cause"" she gave a reply that there was a demand for money for defraying expenses of manure etc."
d_9_s71,It is important to note that in her statement under Section 161 Cr.
d_9_s72,"P.C. which was recorded on the very next day of the death of Bhimabai, this witness did not state that the cause for ill treatment was ""a demand for money and a consequent beating""."
d_9_s73,The evidence on record does not indicate that the police had any reason to favour the accused and deliberately omitted to mention about the alleged demand of money while recording the statement of PW.5 Sumanbai under Section 161 Cr.
d_9_s74,"The evidence shows that the accused come from very humble background and they could not have exerted any kind of influence, financial or otherwise, upon the police so as to manage a statement favourable to them when in the course of investigation the statements of witnesses were being recorded under Section 161 Cr."
d_9_s75,Accepting the statements of father and mother on their face value that utmost which can be held is that the appellant no.1 had asked his wife Bhimabai to bring money for meeting domestic expenses and for purchasing manure.
d_9_s76,"Two essential ingredient of Section 304 B IPC, apart from others, are (i) death of women is caused by any burns or bodily injury or occurs otherwise than under normal circumstances, and (ii) women is subjected to cruelty or harassment by her husband or any relative of her husband for, or in connection with, any demand for ""dowry""."
d_9_s77,"The explanation appended to sub section (1) of Section 304 B IPC says that ""dowry"" shall have the same meaning as in Section 2 of Dowry Prohibition Act, 1961."
d_9_s78,Section 2 of Dowry Prohibition Act reads as under :
d_9_s79,"Definition of ""dowry"" In this Act ""dowry"" means any property or valuable security given or agreed to be given either directly or indirectly"
d_9_s80,(a) by one party to a marriage to the other party to the marriage; or
d_9_s81,"(b) by the parent of either party to a marriage or by any other person, to either party to the marriage or to any other person, at or before or any time after the marriage in connection with the marriage of the said parties, but does not include dowry or mahr in the case of persons to whom the Muslim Personal Law (shariat) applies."""
d_9_s82,"In view of the aforesaid definition of the word ""dowry"" any property or valuable security should be given or agreed to be given either directly or indirectly at or before or any time after the marriage and in connection with the marriage of the said parties."
d_9_s83,"Therefore, the giving or taking of property or valuable security must have some connection with the marriage of the parties and a correlation between the giving or taking of property or valuable security with the marriage of the parties is essential."
d_9_s84,Being a penal provision it has to be strictly construed.
d_9_s85,Dowry is a fairly well known social custom or practice in India.
d_9_s86,"It is well settled principle of interpretation of Statute that if the Act is passed with reference to a particular trade, business or transaction and words are used which everybody conversant with that trade, business or transaction knows or understands to have a particular meaning in it, then the words are to be construed as having that particular meaning. (See Union of India vs Garware Nylons Ltd., AIR (1996) SC 3509 1996 Indlaw SC 2404 and Chemicals and Fibres of India vs Union of India, AIR (1997) SC 558 1991 Indlaw SC 861)."
d_9_s87,A demand for money on account of some financial stringency or for meeting some urgent domestic expenses of for purchasing manure cannot be termed as a demand for dowry as the said word is normally understood.
d_9_s88,"The evidence adduced by the prosecution does not, therefore, show that any demand for ""dowry"" as defined in Section 2 of the Dowry Prohibition Act was made by the appellants as what was allegedly asked for was some money for meeting domestic expenses and for purchasing manure."
d_9_s89,"Since an essential ingredient of Section 304 B IPC viz. demand for dowry is not established, the conviction of the appellants cannot be sustained."
d_9_s90,Learned counsel for the appellants has also submitted that there is absolutely no evidence either direct or circumstantial to show that Bhimabai committed suicide.
d_9_s91,He has submitted that the insecticide Thimet is extensively used by the farmers for preservation of crop and is kept stored in their houses and it could be a case where Thimet accidentally got mixed with some food item and was consumed by Bhaimabai.
d_9_s92,It has thus been submitted that no offence under Section 306 IPC is made out against the appellants.
d_9_s93,We do not consider it necessary to examine this question.
d_9_s94,"As already stated, the appellants were also charged under Sections 498 A and 306 read with Section 34 IPC but were acquitted of the said charges by the learned Sessions Judge, which order has attained finality for the reason that the State did not prefer appeal against the same."
d_9_s95,The appeal before the High Court and also in this Court has been preferred by the appellants challenging their conviction under section 304 B read with section 34 IPC.
d_9_s96,"It has been held in State of Andhra Pradesh vs Thadi Narayan, AIR (1962) SC 240 1961 Indlaw SC 171 that Section 423(1)(b)(i) of Code of Criminal Procedure, 1898 (which corresponds to Section 386(b)(i) of Code of Criminal Procedure, 1973) is clearly confined to cases of appeals preferred against orders of conviction and sentence, the powers conferred by this clause cannot be exercised for the purpose of reversing an order of acquittal passed in favour of a party in respect of an offence charged, in dealing with an appeal preferred by him against the order of conviction in respect of another offence charged and found proved."
d_9_s97,"Therefore, we have refrained from expressing any opinion as to whether the appellants could be held guilty of having committed the offence under Section 498 A or 306 IPC on the basis of evidence available on record as their acquittal under the aforesaid charges has attained finality and cannot be reversed in the appeal filed by the appellants challenging their conviction under Section 304 B IPC."
d_9_s98,"In view of the discussion made above, the appeal is allowed."
d_9_s99,The judgment and order dated 23 February 2005 of the High Court and the judgment and order dated 04 January 1993 of the learned Sessions Judge convicting the appellants under Section 304 B IPC are set aside and the appellants are acquitted of the said charge.
d_9_s100,The appellant no.1 is in custody.
d_9_s101,He shall be released forthwith unless wanted in some other case.
d_9_s102,The appellant no. 2 is on bail.
d_9_s103,The sureties and bail bonds furnished by her are discharged.
d_9_s104,Appeal allowed.
d_10_s1,"This appeal is preferred against the judgment dated 19.8.2011 passed by the High Court of Punjab and Haryana in Criminal Appeal No.181 SB of 2000, whereby the High Court partly allowed the appeal filed by the appellants thereby confirming the conviction of the appellants with certain modifications."
d_10_s2,"Briefly stated, case of the prosecution is that on the fateful day i.e. 18.11.1994, at about 8.00 A.M. in the morning the complainant Jagdish (PW 5) along with his two sons namely Sukhbir and Mange Ram (PW 6) were busy in cutting pullas (reeds) from the dola of their field."
d_10_s3,"At that time, Jage Ram (A 1) and his sons Rajbir Singh @ Raju (A 2), Rakesh (A 3) and Madan (A 4) armed with jaily, pharsi and lathis respectively, entered the land where the complainant was working with his sons and asked them not to cut the pullas as it was jointly held by both the parties."
d_10_s4,Wordy altercations ensued between the parties and Jage Ram insisted that he would take away the entire pullas.
d_10_s5,"In the fight, the accused persons started inflicting injuries to the complainant, and his sons Rajbir @ Raju (A 2) gave a pharsi blow on the head of Sukhbir, Jage Ram (A 1) caused injury to Jagdish (PW 5) with two jaily blows."
d_10_s6,"Additionally, Madan and Rakesh attacked the complainant with lathi blows on shoulder and left elbow respectively and caused several other injuries to the complainant party."
d_10_s7,"Jagdish and his injured sons raised alarm, hearing which Rajesh and Usha came to rescue them and on seeing them, the accused persons fled away."
d_10_s8,"The injured witnesses were taken to the Primary Health Centre, Taoru where Dr. Pardeep Kumar, Medical Officer, medically examined the injured persons."
d_10_s9,"Injured Sukhbir was vomiting in the hospital and later on he was referred to General Hospital, Gurgaon as his condition deteriorated."
d_10_s10,A CT scan disclosed that large extra dural haematoma was found in the frontal region with mass effect and Sukhbir needed urgent surgery and he was operated upon and the large extra dural haematoma was removed.
d_10_s11,"Dr. Pardeep Kumar (PW 2) also examined the other injured persons, PW 5 Jagdish and PW 6 Mange Ram."
d_10_s12,"Statement of Jagdish was recorded, based on which F.I.R. was registered at Police Station Taoru, Gurgaon under Sections 323, 324, 325 and 307 read with section 34 IPC."
d_10_s13,PW 8 Ramesh Kumar (ASI) had taken up the investigation.
d_10_s14,"He examined the witnesses and after completion of investigation, challan was filed under Sections 307, 325, 324 read with section 34 IPC."
d_10_s15,"In the trial court, prosecution examined nine witnesses including Jagdish PW5, Mange Ram PW6 and Dr. Prem Kumar PW2 and Dr. HiIol Kanti Pal PW9, Neuro Surgeon, PW8 investigating officer and other witnesses."
d_10_s16,The accused were examined section 313 Cr.
d_10_s17,P.C. about the incriminating evidence and circumstances.
d_10_s18,First accused Jage Ram pleaded that on the date of occurrence complainant party Jagdish and his sons Mange Ram and Sukhbir forcibly trespassed into the land belonging to the accused and attempted to forcibly cut the pullas.
d_10_s19,Jagdish further claims that he along with Rakesh caused injuries to the complainant party in exercise of right of private defence of property.
d_10_s20,He has denied that Rajesh and Usha had seen the incident.
d_10_s21,Raju (A 2) and Madan (A 3) stated that they were not present on the spot and they have been falsely implicated.
d_10_s22,Rakesh (A 4) adopted the stand of his father Jage Ram.
d_10_s23,"Upon consideration of oral and documentary evidence, the learned Additional Sessions Judge vide judgment dated 17.2.2000 convicted all the accused persons sections 307 and 325 IPC and sentenced them to undergo rigorous imprisonment for five years and one year respectively and a fine of rs. 500/ each with default clause."
d_10_s24,"Aggrieved by the said judgment, the accused appellants filed criminal appeal before the High Court of Punjab and Haryana."
d_10_s25,"The High Court vide impugned judgment dated 19.8.2011 modified the judgment of the trial court thereby convicted Jage Ram (A 1) section 325 IPC and sentenced him to undergo rigorous imprisonment for one year, convicted second accused Rajbir @ Raju section 307 IPC and imposed sentence of imprisonment for five years as well the fine of Rs.500/ was confirmed by the High Court."
d_10_s26,Sentence section 325 IPC (two counts) was modified as the sentence section 323 IPC and he was sentenced to undergo six months rigorous imprisonment.
d_10_s27,Both the sentences were ordered to run concurrently.
d_10_s28,High Court modified the sentence of Madan (A 3) Rakesh (A 4) section 323 IPC and sentenced them to undergo rigorous imprisonment for six months (two counts) respectively.
d_10_s29,"In this appeal, the appellants assail the correctness of the impugned judgment."
d_10_s30,"Ms. Vibha Datta Makhija, learned Senior Counsel appearing for the appellants contended that the evidence of the witnesses suffers from material discrepancy and is self contradictory."
d_10_s31,"It was submitted that injured witness Sukhbir was not examined in the court and neither CT Scan nor x ray nor operational notes of Sukhbir were produced before the court and in the absence of such material evidence, courts below erred in convicting the second accused section 307 IPC."
d_10_s32,"Additionally, the learned counsel contended that the defence plea of private defence was not considered by the courts below in proper perspective."
d_10_s33,"Per contra, learned counsel appearing for the respondent State contended that the evidence of all the witnesses satisfactorily establishes the overt act of the accused persons and Jagdish (PW 5) and Mange Ram (PW 6) being the injured witnesses, the veracity of these witnesses cannot be doubted."
d_10_s34,"It was submitted that the medical evidence sufficiently corroborated the oral evidence and the prosecution has established the intention of the 2nd accused in causing attempt to commit murder of Sukhbir and in appreciation of the evidence, courts below recorded concurrent findings convicting the second accused section 307 IPC and the same warrants no interference."
d_10_s35,We have carefully considered the rival contentions and gone through the impugned judgment and perused the materials on record.
d_10_s36,"As it emerges from the evidence, complainant Jagdish (PW 5) and his two sons Sukhbir and Mange Ram were cutting pullas."
d_10_s37,The accused party went there and asked them not to cut the pullas.
d_10_s38,"In the wordy altercation, second accused Rajbir @ Raju gave pharsi blows on the head of Sukhbir."
d_10_s39,PWs 5 & 6 have clearly spoken about the overt act of the accused that A 1 Jage Ram attacked and caused injury to PW 5 Jagdish with jaily blows and that second accused Rajbir @ Raju attacked on the head of Sukhbir with pharsi.
d_10_s40,They have also stated that Madan and Rakesh caused injuries to PW5 Jagdish with lathi on shoulder and left elbow respectively.
d_10_s41,PW 2 Dr. Pardeep Kumar in his evidence stated that he has examined PWs 5 and 6 and noted the injuries on the body of PWs 5 and 6 and issued wound certificates.
d_10_s42,Evidence of PWs 5 and 6 is amply corroborated by medical evidence.
d_10_s43,"PWs 5 and 6 being injured witnesses, their evidence is entitled to great weight."
d_10_s44,Cogent and convincing grounds are required to discard the evidence of injured witnesses.
d_10_s45,"In the light of the fact that PWs 5 and 6 were injured witnesses, courts below tested their evidence for its credibility and recorded concurrent findings that PWs 5 and 6 are trustworthy witnesses."
d_10_s46,We find no reason to take a different view.
d_10_s47,Appellants have raised the contention that the prosecution failed to adduce evidence that A 2 Rajbir attempted to commit murder of Sukhbir.
d_10_s48,"It was submitted that injured person Sukhbir was neither examined nor medical evidence like CT Scan, x ray and operational notes and Sukhbir were produced to corroborate the oral evidence and while so courts below erred in convicting second accused Rajbir @ Raju section 307 IPC."
d_10_s49,"Dr. Pardeep Kumar PW 2, who examined Sukhbir found during his medico legal examination a lacerated wound in the middle of the top of the skull."
d_10_s50,"Injured Sukhkbir was found vomiting in the hospital and he was examined by a Neuro Surgeon Dr. Hilol Kanti Pal (PW 9) of Safdarjung Hospital, Delhi on 19.11.1994, i.e. the day after the incident."
d_10_s51,PW 9 has stated that Sukhbir was unconscious since 2.00 P.M. on 18.11.1994 and was deeply comatose with irregularity of pupils and a laceration was diagnosed on the right front parietal region.
d_10_s52,"Further, PW 9 has stated that during the CT scan, it was revealed that a large extra dural haemotoma was present in the frontal region with mass effect and to avoid further deterioration of his condition, he was operated upon by frontal trephine craniopmy an haemotoma measuring about 125 ml was evacuated."
d_10_s53,"PW 9 stated that had not the operation been conducted on Sukhbir and had not the extra dural haemotoma removed by operation urgently, the head injury caused to Sukhbir would have caused his death."
d_10_s54,"As noted by the High Court, it is thus brought on evidence that had not surgical assistance been given to Sukhbir, he would have definitely died."
d_10_s55,"For the purpose of conviction section 307 IPC, prosecution has to establish"
d_10_s56,(i) the intention to commit murder and
d_10_s57,(ii) the act done by the accused.
d_10_s58,The burden is on the prosecution that accused had attempted to commit the murder of the prosecution witness.
d_10_s59,Whether the accused person intended to commit murder of another person would depend upon the facts and circumstances of each case.
d_10_s60,"To justify a conviction section 307 IPC, it is not essential that fatal injury capable of causing death should have been caused."
d_10_s61,"Although the nature of injury actually caused may be of assistance in coming to a finding as to the intention of the accused, such intention may also be adduced from other circumstances."
d_10_s62,"The intention of the accused is to be gathered from the circumstances like the nature of the weapon used, words used by the accused at the time of the incident, motive of the accused, parts of the body where the injury was caused and the nature of injury and severity of the blows given etc."
d_10_s63,In the case of State of M.P. vs Kashiram & Ors.
d_10_s64,"AIR 2009 SC 1642 = (2009) 4 SCC 26 2009 Indlaw SC 92, the scope of intention for attracting conviction section 307 IPC was elaborated and it was held as under:"
d_10_s65,"It is sufficient to justify a conviction section 307 if there is present an intent coupled with some overt act in execution thereof.
It is not essential that bodily injury capable of causing death should have been inflicted.
The section makes a distinction between the act of the accused and its result, if any.
The court has to see whether the act, irrespective of its result, was done with the intention or knowledge and under circumstances mentioned in the section.
Therefore, an accused charged section 307 IPC cannot be acquitted merely because the injuries inflicted on the victim were in the nature of a simple hurt.
This position was highlighted in State of Maharashtra vs Balram Bama Patil, (1983) 2 SCC 28 1983 Indlaw SC 414, Girija Shanker vs State of U.P.(2004) 3 SCC 793 2004 Indlaw SC 78 and R. Prakash vs State of Karnataka (2004) 9 SCC 27 2004 Indlaw SC 117.
Whether there was intention to kill or knowledge that death will be caused is a question of fact and would depend on the facts of a given case.
The circumstances that the injury inflicted by the accused was simple or minor will not by itself rule out application of section 307 IPC.
The determinative question is the intention or knowledge, as the case may be, and not the nature of the injury."
d_10_s66,State of M.P. vs Saleem (2005) 5 SCC 554 2005 Indlaw SC 413
d_10_s67,Undue sympathy to impose inadequate sentence would do more harm to the justice system to undermine the public confidence in the efficacy of law and society could not long endure under such serious threats.
d_10_s68,"It is, therefore, the duty of every court to award proper sentence having regard to the nature of the offence and the manner in which it was executed or committed, etc."
d_10_s69,"This position was illuminatingly stated by this Court in Sevaka Perumal vs State of T.N.(1991) 3 SCC 471 1991 Indlaw SC 683."""
d_10_s70,"Having regard to the weapon used for causing the head injuries to Sukhbir, nature of injures, situs of the injury and the severity of the blows, courts below recorded concurrent findings convicting the 2nd appellant section 307 IPC."
d_10_s71,"In our considered view, the conviction of the second appellant Rajbir @ Raju section 307 IPC is unassailable."
d_10_s72,"Learned counsel for the appellants contended that the second appellant is in custody for more than three years and since the occurrence was in the year 1994, prayed for reduction of the sentence imposed on the second appellant to the period already undergone."
d_10_s73,"Placing reliance upon the judgment of this Court in Hari Singh vs Sukhbir Singh & Ors (1988) 4 SCC 551 1988 Indlaw SC 27., learned counsel for the appellants additionally submitted that in terms of section 357 (3) Cr."
d_10_s74,P.C. that the compensation may be awarded to the victim and the sentence be modified to the period already undergone.
d_10_s75,"For the conviction section 307 IPC, courts below imposed upon the 2nd appellant rigorous imprisonment of five years, while imposing punishment, courts have an obligation to award appropriate punishment."
d_10_s76,Question of awarding sentence is a matter of discretion and the same has to be exercised by the courts taking into consideration all the relevant circumstances.
d_10_s77,"What sentence would meet the ends of justice would depend upon the facts and circumstances of each case and the courts must keep in mind the gravity of the offence, motive for the crime, nature of the offence and all other attendant circumstances."
d_10_s78,Vide State of M.P. vs Bablu Natt (2009) 2 SCC 272 2008 Indlaw SC 2027; Alister Anthony Pareira vs State of Maharashtra (2012) 2 SCC 648 2012 Indlaw SC 12 and Soman vs State of Kerala (2013) 11 SCC 382 2012 Indlaw SC 551.
d_10_s79,"In the light of the above, considering the case in hand, the occurrence was of the year 1994 when the complainant party was cutting pullas, the accused asked them not to cut the pullas which resulted in the wordy altercation."
d_10_s80,"In the heat of passion, the accused have caused injuries to the complainant party."
d_10_s81,The second accused Rajbir @ Raju is in custody.
d_10_s82,"He surrendered on 5.1.2012 and is stated to be in custody since then, for more than three years."
d_10_s83,"Having regard to the facts and circumstances of the case, in our considered view, the period of sentence of five years may be reduced to three years apart from directing the second appellant Rajbir @ Raju to pay substantial compensation to injured Sukhbir."
d_10_s84,"As noticed above, injured Sukhbir sustained grievous head injuries and was deeply comatose and was in a state of shock and trauma."
d_10_s85,Learned counsel for the injured witness submitted that for quite some time injured Sukhbir was unconscious and thereafter suffering from mental trauma.
d_10_s86,"Having regard to the nature of injuries sustained by Sukhbir and the period of treatment and other circumstances, we are of the view that, it would be appropriate to direct second appellant accused Rajbir @ Raju to pay Rs.7,50,000/ as compensation to the injured Sukhbir."
d_10_s87,"When the matter came up for hearing on 14.10.2014, learned counsel for the appellants informed the Court that he had offered Rs.5,00,000/ by way of demand draft towards compensation to the injured Sukhbir in the presence of the Sarpanch of the village which he has refused to receive the same."
d_10_s88,"The said amount of Rs.5,00,000/ is now kept in fixed deposit in the Registry of this Court."
d_10_s89,For inflicting blows on PW 5 Jagidsh with jaily A 1 Jage Ram was convicted section 325 IPC and sentenced to undergo rigorous imprisonment for one year.
d_10_s90,A 3 and A 4 have also given lathis blows to PW 5 and were convicted section 323 IPC and sentenced to undergo rigorous imprisonment for three months by the High Court.
d_10_s91,"Having regard to the fact that the occurrence was of the year 1994, considering the other facts and circumstances of the case, the sentence of imprisonment imposed on Jage Ram (A 1), Madan (A 3) and Rakesh (A 4) is reduced to the period already undergone by them."
d_10_s92,"The conviction of A 1 section 325 IPC, A 3 and A 4 section 323 IPC is confirmed and the sentence is reduced to the period already undergone by each of them."
d_10_s93,"The conviction of second accused Rajbir @ Raju section 307 IPC is confirmed and the sentence of imprisonment of five years is reduced to the period already undergone and additionally the second accused shall pay a compensation of Rs.7,50,000/ to the injured witness Sukhbir."
d_10_s94,"Compensation amount of Rs.5,00,000/ deposited in this Court by the 2nd appellant shall be paid to the injured witness Sukhbir."
d_10_s95,"The second accused Rajbir @ Raju shall deposit the balance compensation amount of Rs.2,50,000/ before the trial court within three months from the date of this judgment and on such deposit, the same shall also be paid to the injured witness Sukhbir."
d_10_s96,"On failure to deposit the balance compensation, the second appellant Rajbir @ Raju shall undergo default sentence of one year."
d_10_s97,The appeal is allowed to the above said extent.
